id,step,similarity,similitud,x,y,node_size,target_id,target_x,target_y,target_node_size,type-sp,coloretiqueta,textoetiqueta,type-eng,name-sp,name-eng,adivinacion,color,coincidencia,cosine_sim
110,1,Ground,Tierra,572.76,299.24,5,0,400,400,4000,Agua,#00E3EA,Dijnn Garfo,Water,Garfo,Claw,Ground,#CACACA,FALSE,0.385040819644928
70,1,Ground,Tierra,224.64,303.83,5,0,400,400,4000,Viento,#B100EB,Dijnn Blitz,Wind,Blitz,Blitz,Wind,#CACACA,TRUE,0.3848121166229248
103,1,Ground,Tierra,524.7,243.63,5,0,400,400,4000,Agua,#00E3EA,Dijnn Carama,Water,Carama,Rime,Water,#CACACA,TRUE,0.3825840950012207
57,1,Ground,Tierra,203.41,436.75,5,0,400,400,4000,Fuego,#EA1501,Dijnn Potens,Fire,Potens,Stoke,Fire,#CACACA,TRUE,0.3765558898448944
48,1,Ground,Tierra,242.0,522.62,5,0,400,400,4000,Fuego,#EA1501,Dijnn Furia,Fire,Furia,Fury,Fire,#CACACA,TRUE,0.3742713928222656
68,1,Ground,Tierra,215.48,322.85,5,0,400,400,4000,Viento,#B100EB,Dijnn Orza,Wind,Orza,Luff,Wind,#CACACA,TRUE,0.3730509281158447
106,1,Ground,Tierra,547.8,265.26,5,0,400,400,4000,Agua,#00E3EA,Dijnn Gota,Water,Gota,Balm,Water,#CACACA,TRUE,0.3717578649520874
95,1,Ground,Tierra,449.64,206.26,5,0,400,400,4000,Agua,#00E3EA,Dijnn Tónico,Water,Tónico,Tonic,Water,#CACACA,TRUE,0.37044546008110046
87,1,Ground,Tierra,365.85,202.94,5,0,400,400,4000,Viento,#B100EB,Dijnn Hálito,Wind,Hálito,Puff,Wind,#CACACA,TRUE,0.36649420857429504
98,1,Ground,Tierra,479.57,216.51,5,0,400,400,4000,Agua,#00E3EA,Dijnn Acre,Water,Acre,Sour,Water,#CACACA,TRUE,0.364421546459198
91,1,Ground,Tierra,407.92,200.16,5,0,400,400,4000,Agua,#00E3EA,Dijnn Nieve,Water,Nieve,Sleet,Water,#CACACA,TRUE,0.36034172773361206
40,1,Ground,Tierra,306.16,576.62,5,0,400,400,4000,Fuego,#EA1501,Dijnn Chispa,Fire,Chispa,Spark,Fire,#CACACA,TRUE,0.3577408492565155
69,1,Ground,Tierra,219.81,313.22,5,0,400,400,4000,Viento,#B100EB,Dijnn Aliento,Wind,Aliento,Breathe,Wind,#CACACA,TRUE,0.3552018105983734
93,1,Ground,Tierra,428.94,202.1,5,0,400,400,4000,Agua,#00E3EA,Dijnn Presión,Water,Presión,Spritz,Water,#CACACA,TRUE,0.35497283935546875
113,1,Ground,Tierra,586.49,327.75,5,0,400,400,4000,Agua,#00E3EA,Dijnn Tormenta,Water,Tormenta,Spout,Water,#CACACA,TRUE,0.3517937660217285
33,1,Ground,Tierra,376.3,598.59,5,0,400,400,4000,Fuego,#EA1501,Dijnn Fiebre,Fire,Fiebre,Fever,Fire,#CACACA,TRUE,0.34763574600219727
105,1,Ground,Tierra,540.48,257.65,5,0,400,400,4000,Agua,#00E3EA,Dijnn Rizo,Water,Rizo,Eddy,Water,#CACACA,TRUE,0.3418554365634918
63,1,Ground,Tierra,201.74,373.68,5,0,400,400,4000,Viento,#B100EB,Dijnn Brisa,Wind,Brisa,Breeze,Wind,#CACACA,TRUE,0.33399876952171326
112,1,Ground,Tierra,582.42,318.01,5,0,400,400,4000,Agua,#00E3EA,Dijnn Kararakt,Water,Kararakt,Torrent,Water,#CACACA,TRUE,0.33022165298461914
89,1,Ground,Tierra,386.81,200.44,5,0,400,400,4000,Viento,#B100EB,Dijnn Simún,Wind,Simún,Simoom,Wind,#CACACA,TRUE,0.32755088806152344
47,1,Ground,Tierra,248.69,530.79,5,0,400,400,4000,Fuego,#EA1501,Dijnn Brillo,Fire,Brillo,Shine,Fire,#CACACA,TRUE,0.3268686532974243
94,1,Ground,Tierra,439.34,203.91,5,0,400,400,4000,Agua,#00E3EA,Dijnn Granizo,Water,Granizo,Hail,Water,#CACACA,TRUE,0.32603001594543457
116,1,Ground,Tierra,595.56,358.07,5,0,400,400,4000,Agua,#00E3EA,Dijnn Tenaza,Water,Tenaza,Pincer,Water,#CACACA,TRUE,0.3244226276874542
44,1,Ground,Tierra,271.22,553.02,5,0,400,400,4000,Fuego,#EA1501,Dijnn Reflujo,Fire,Reflujo,Reflux,Water,#CACACA,FALSE,0.3149644732475281
74,1,Ground,Tierra,248.69,269.21,5,0,400,400,4000,Viento,#B100EB,Dijnn Acezo,Wind,Acezo,Wheeze,Wind,#CACACA,TRUE,0.31421881914138794
85,1,Ground,Tierra,345.27,207.63,5,0,400,400,4000,Viento,#B100EB,Dijnn Alisio,Wind,Alisio,Sirocco,Wind,#CACACA,TRUE,0.3130267262458801
39,1,Ground,Tierra,315.61,581.32,5,0,400,400,4000,Fuego,#EA1501,Dijnn Cañon,Fire,Cañon,Cannon,Fire,#CACACA,TRUE,0.3129650950431824
58,1,Ground,Tierra,201.74,426.32,5,0,400,400,4000,Fuego,#EA1501,Dijnn Crépito,Fire,Crépito,Sizzle,Fire,#CACACA,TRUE,0.30879467725753784
119,1,Ground,Tierra,599.72,389.44,5,0,400,400,4000,Agua,#00E3EA,Dijnn Géiser,Water,Géiser,Geyser,Water,#CACACA,TRUE,0.3085452914237976
76,1,Ground,Tierra,263.32,253.99,5,0,400,400,4000,Viento,#B100EB,Dijnn Espiral,Wind,Espiral,Whorl,Wind,#CACACA,TRUE,0.30122828483581543
101,1,Ground,Tierra,507.52,231.36,5,0,400,400,4000,Agua,#00E3EA,Dijnn Frío,Water,Frío,Chill,Water,#CACACA,TRUE,0.29825037717819214
34,1,Ground,Tierra,365.85,597.06,5,0,400,400,4000,Fuego,#EA1501,Dijnn Corona,Fire,Corona,Corona,Fire,#CACACA,TRUE,0.2930278778076172
118,1,Ground,Tierra,598.89,378.92,5,0,400,400,4000,Agua,#00E3EA,Dijnn Viscus,Water,Viscus,Foam,Water,#CACACA,TRUE,0.29190635681152344
107,1,Ground,Tierra,554.71,273.25,5,0,400,400,4000,Agua,#00E3EA,Dijnn Serac,Water,Serac,Serac,Water,#CACACA,TRUE,0.2892006039619446
83,1,Ground,Tierra,325.3,214.48,5,0,400,400,4000,Viento,#B100EB,Dijnn Presto,Wind,Presto,Fleet,Wind,#CACACA,TRUE,0.28388673067092896
59,1,Ground,Tierra,200.63,415.82,5,0,400,400,4000,Fuego,#EA1501,Dijnn Pebre,Fire,Pebre,Pepper,Fire,#CACACA,TRUE,0.28378140926361084
111,1,Ground,Tierra,577.84,308.5,5,0,400,400,4000,Agua,#00E3EA,Dijnn Relente,Water,Relente,Dewdrop,Water,#CACACA,TRUE,0.27565646171569824
55,1,Ground,Tierra,208.37,457.27,5,0,400,400,4000,Fuego,#EA1501,Dijnn Chili,Fire,Chili,Chili,Fire,#CACACA,TRUE,0.27386870980262756
61,1,Ground,Tierra,200.07,394.72,5,0,400,400,4000,Fuego,#EA1501,Dijnn Helio,Fire,Helio,Aurora,Wind,#CACACA,FALSE,0.244021475315094
115,1,Ground,Tierra,593.07,347.81,5,0,400,400,4000,Agua,#00E3EA,Dijnn Lágrima,Water,Lágrima,Teardrop,Water,#CACACA,TRUE,0.2267281711101532
64,1,Ground,Tierra,203.41,363.25,5,0,400,400,4000,Viento,#B100EB,Dijnn Céfiro,Wind,Céfiro,Zephyr,Wind,#CACACA,TRUE,0.21986538171768188
88,1,Ground,Tierra,376.3,201.41,5,0,400,400,4000,Viento,#B100EB,Dijnn Célerus,Wind,Célerus,Swift,Wind,#CACACA,TRUE,0.17588648200035095
6,1,Ground,Tierra,593.07,452.19,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Humus,Ground,Humus,Ground,Ground,#CC9600,TRUE,1.0
13,1,Ground,Tierra,561.18,518.41,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Mezcla,Ground,Mezcla,Meld,Ground,#CC9600,TRUE,0.6212378740310669
21,1,Ground,Tierra,498.47,574.08,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Mekan,Ground,Mekan,Gear,Ground,#CC9600,TRUE,0.5647505521774292
15,1,Ground,Tierra,547.8,534.74,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Sal,Ground,Sal,Salt,Ground,#CC9600,TRUE,0.5531175136566162
17,1,Ground,Tierra,532.78,549.57,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Moho,Ground,Moho,Mold,Ground,#CC9600,TRUE,0.4983067810535431
23,1,Ground,Tierra,479.57,583.49,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Guirnalda,Ground,Guirnalda,Garland,Ground,#CC9600,TRUE,0.49420738220214844
18,1,Ground,Tierra,524.7,556.37,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Cristal,Ground,Cristal,Crystal,Ground,#CC9600,TRUE,0.4624355435371399
14,1,Ground,Tierra,554.71,526.75,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Petra,Ground,Petra,Petra,Ground,#CC9600,TRUE,0.4610639810562134
16,1,Ground,Tierra,540.48,542.35,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Geo,Ground,Geo,Geode,Ground,#CC9600,TRUE,0.4575130343437195
10,1,Ground,Tierra,577.84,491.5,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Acero,Ground,Acero,Steel,Ground,#CC9600,TRUE,0.45153865218162537
26,1,Ground,Tierra,449.64,593.74,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Cadena,Ground,Cadena,Chain,Ground,#CC9600,TRUE,0.44333595037460327
9,1,Ground,Tierra,582.42,481.99,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Hierro,Ground,Hierro,Iron,Ground,#CC9600,TRUE,0.44255301356315613
11,1,Ground,Tierra,572.76,500.76,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Barro,Ground,Barro,Mud,Ground,#CC9600,TRUE,0.44128671288490295
24,1,Ground,Tierra,469.78,587.43,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Peltre,Ground,Peltre,Pewter,Ground,#CC9600,TRUE,0.43991249799728394
25,1,Ground,Tierra,459.79,590.85,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Abismo,Ground,Abismo,Chasm,Ground,#CC9600,TRUE,0.4114934206008911
12,1,Ground,Tierra,567.2,509.74,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Flor,Ground,Flor,Flower,Ground,#CC9600,TRUE,0.4061514735221863
1,1,Ground,Tierra,600.0,400.0,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Sílex,Ground,Sílex,Flint,Fire,#CC9600,FALSE,0.3924550414085388
5,1,Ground,Tierra,595.56,441.93,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Savia,Ground,Savia,Sap,Water,#CC9600,FALSE,0.38800954818725586
2,1,Ground,Tierra,599.72,410.56,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Granito,Ground,Granito,Granite,Ground,#CC9600,TRUE,0.3879331946372986
29,1,Ground,Tierra,418.45,599.15,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Imán,Ground,Imán,Magnet,Ground,#CC9600,TRUE,0.36936283111572266
28,1,Ground,Tierra,428.94,597.9,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Trifol,Ground,Trifol,Clover,Ground,#CC9600,TRUE,0.36147838830947876
27,1,Ground,Tierra,439.34,596.09,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Titánium,Ground,Titánium,Buckle,Ground,#CC9600,TRUE,0.36068469285964966
7,1,Ground,Tierra,590.05,462.31,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Veneno,Ground,Veneno,Bane,Fire,#CC9600,FALSE,0.35772356390953064
19,1,Ground,Tierra,516.27,562.73,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Córtex,Ground,Córtex,Bark,Ground,#CC9600,TRUE,0.3553982079029083
8,1,Ground,Tierra,586.49,472.25,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Eco,Ground,Eco,Echo,Wind,#CC9600,FALSE,0.353665828704834
3,1,Ground,Tierra,598.89,421.08,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Cuarzo,Ground,Cuarzo,Quartz,Ground,#CC9600,TRUE,0.3527584671974182
4,1,Ground,Tierra,597.5,431.55,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Parra,Ground,Parra,Vine,Ground,#CC9600,TRUE,0.3516303598880768
20,1,Ground,Tierra,507.52,568.64,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Muro,Ground,Muro,Brick,Ground,#CC9600,TRUE,0.33036917448043823
22,1,Ground,Tierra,489.15,579.03,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Sorbo,Ground,Sorbo,Furrow,Ground,#CC9600,TRUE,0.2978014349937439
31,1,Ground,Tierra,397.36,599.98,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Cicuta,Ground,Cicuta,Hemlock,Ground,#CC9600,TRUE,0.27878496050834656
30,1,Ground,Tierra,407.92,599.84,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Medusa,Ground,Medusa,Ivy,Ground,#CC9600,TRUE,0.21296384930610657
0,1,Ground,Tierra,400.0,400.0,4000,0,400,400,4000,,#FFBB00,Elemento Tierra,,,,,#CC9600,#N/A,0.0
86,2,Fire,Fuego,355.5,205.01,5,0,400,400,4000,Viento,#B100EB,Dijnn Esencia,Wind,Esencia,Wisp,Wind,#CACACA,TRUE,0.6975610256195068
13,2,Fire,Fuego,561.18,518.41,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Mezcla,Ground,Mezcla,Meld,Ground,#CACACA,TRUE,0.6931749582290649
80,2,Fire,Fuego,296.97,228.58,5,0,400,400,4000,Viento,#B100EB,Dijnn Voltio,Wind,Voltio,Jolt,Fire,#CACACA,FALSE,0.6866334080696106
21,2,Fire,Fuego,498.47,574.08,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Mekan,Ground,Mekan,Gear,Ground,#CACACA,TRUE,0.6290565729141235
9,2,Fire,Fuego,582.42,481.99,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Hierro,Ground,Hierro,Iron,Ground,#CACACA,TRUE,0.6196302175521851
92,2,Fire,Fuego,418.45,200.85,5,0,400,400,4000,Agua,#00E3EA,Dijnn Niebla,Water,Niebla,Mist,Water,#CACACA,TRUE,0.608251690864563
6,2,Fire,Fuego,593.07,452.19,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Humus,Ground,Humus,Ground,Ground,#CACACA,TRUE,0.5920041799545288
65,2,Fire,Fuego,205.62,352.93,5,0,400,400,4000,Viento,#B100EB,Dijnn Humo,Wind,Humo,Smog,Wind,#CACACA,TRUE,0.5743974447250366
99,2,Fire,Fuego,489.15,220.97,5,0,400,400,4000,Agua,#00E3EA,Dijnn Fuente,Water,Fuente,Spring,Water,#CACACA,TRUE,0.5679360628128052
104,2,Fire,Fuego,532.78,250.43,5,0,400,400,4000,Agua,#00E3EA,Dijnn Gel,Water,Gel,Gel,Water,#CACACA,TRUE,0.5549577474594116
10,2,Fire,Fuego,577.84,491.5,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Acero,Ground,Acero,Steel,Ground,#CACACA,TRUE,0.5516098737716675
103,2,Fire,Fuego,524.7,243.63,5,0,400,400,4000,Agua,#00E3EA,Dijnn Carama,Water,Carama,Rime,Water,#CACACA,TRUE,0.5461586713790894
66,2,Fire,Fuego,208.37,342.73,5,0,400,400,4000,Viento,#B100EB,Dijnn Cometa,Wind,Cometa,Kite,Wind,#CACACA,TRUE,0.5399210453033447
108,2,Fire,Fuego,561.18,281.59,5,0,400,400,4000,Agua,#00E3EA,Dijnn Laguna,Water,Laguna,Surge,Water,#CACACA,TRUE,0.5380876064300537
102,2,Fire,Fuego,516.27,237.27,5,0,400,400,4000,Agua,#00E3EA,Dijnn Vapor,Water,Vapor,Steam,Water,#CACACA,TRUE,0.5331527590751648
24,2,Fire,Fuego,469.78,587.43,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Peltre,Ground,Peltre,Pewter,Ground,#CACACA,TRUE,0.5277827978134155
95,2,Fire,Fuego,449.64,206.26,5,0,400,400,4000,Agua,#00E3EA,Dijnn Tónico,Water,Tónico,Tonic,Water,#CACACA,TRUE,0.5272293090820312
72,2,Fire,Fuego,235.75,285.89,5,0,400,400,4000,Viento,#B100EB,Dijnn Soplo,Wind,Soplo,Waft,Wind,#CACACA,TRUE,0.5260462760925293
84,2,Fire,Fuego,335.19,210.79,5,0,400,400,4000,Viento,#B100EB,Dijnn Centella,Wind,Centella,Bolt,Fire,#CACACA,FALSE,0.5167485475540161
109,2,Fire,Fuego,567.2,290.26,5,0,400,400,4000,Agua,#00E3EA,Dijnn Selacio,Water,Selacio,Mellow,Water,#CACACA,TRUE,0.5098777413368225
15,2,Fire,Fuego,547.8,534.74,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Sal,Ground,Sal,Salt,Ground,#CACACA,TRUE,0.5072004795074463
77,2,Fire,Fuego,271.22,246.98,5,0,400,400,4000,Viento,#B100EB,Dijnn Grito,Wind,Grito,Gasp,Wind,#CACACA,TRUE,0.4981790781021118
14,2,Fire,Fuego,554.71,526.75,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Petra,Ground,Petra,Petra,Ground,#CACACA,TRUE,0.48775291442871094
97,2,Fire,Fuego,469.78,212.57,5,0,400,400,4000,Agua,#00E3EA,Dijnn Neblina,Water,Neblina,Fog,Water,#CACACA,TRUE,0.48683619499206543
18,2,Fire,Fuego,524.7,556.37,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Cristal,Ground,Cristal,Crystal,Ground,#CACACA,TRUE,0.4846949577331543
85,2,Fire,Fuego,345.27,207.63,5,0,400,400,4000,Viento,#B100EB,Dijnn Alisio,Wind,Alisio,Sirocco,Wind,#CACACA,TRUE,0.4829907715320587
90,2,Fire,Fuego,397.36,200.02,5,0,400,400,4000,Agua,#00E3EA,Dijnn Burbuja,Water,Burbuja,Fizz,Water,#CACACA,TRUE,0.48293718695640564
26,2,Fire,Fuego,449.64,593.74,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Cadena,Ground,Cadena,Chain,Ground,#CACACA,TRUE,0.4812931418418884
2,2,Fire,Fuego,599.72,410.56,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Granito,Ground,Granito,Granite,Ground,#CACACA,TRUE,0.4808778762817383
96,2,Fire,Fuego,459.79,209.15,5,0,400,400,4000,Agua,#00E3EA,Dijnn Rocío,Water,Rocío,Dew,Water,#CACACA,TRUE,0.48066598176956177
75,2,Fire,Fuego,255.81,261.41,5,0,400,400,4000,Viento,#B100EB,Dijnn Aroma,Wind,Aroma,Aroma,Wind,#CACACA,TRUE,0.47755157947540283
71,2,Fire,Fuego,229.96,294.71,5,0,400,400,4000,Viento,#B100EB,Dijnn Éter,Wind,Éter,Ether,Wind,#CACACA,TRUE,0.46883440017700195
73,2,Fire,Fuego,242.0,277.38,5,0,400,400,4000,Viento,#B100EB,Dijnn Calima,Wind,Calima,Haze,Wind,#CACACA,TRUE,0.4679425358772278
117,2,Fire,Fuego,597.5,368.45,5,0,400,400,4000,Agua,#00E3EA,Dijnn Cresta,Water,Cresta,Shell,Water,#CACACA,TRUE,0.46665340662002563
98,2,Fire,Fuego,479.57,216.51,5,0,400,400,4000,Agua,#00E3EA,Dijnn Acre,Water,Acre,Sour,Water,#CACACA,TRUE,0.459797203540802
17,2,Fire,Fuego,532.78,549.57,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Moho,Ground,Moho,Mold,Ground,#CACACA,TRUE,0.45960819721221924
12,2,Fire,Fuego,567.2,509.74,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Flor,Ground,Flor,Flower,Ground,#CACACA,TRUE,0.45702555775642395
110,2,Fire,Fuego,572.76,299.24,5,0,400,400,4000,Agua,#00E3EA,Dijnn Garfo,Water,Garfo,Claw,Ground,#CACACA,FALSE,0.4515994191169739
113,2,Fire,Fuego,586.49,327.75,5,0,400,400,4000,Agua,#00E3EA,Dijnn Tormenta,Water,Tormenta,Spout,Water,#CACACA,TRUE,0.45140066742897034
4,2,Fire,Fuego,597.5,431.55,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Parra,Ground,Parra,Vine,Ground,#CACACA,TRUE,0.44919925928115845
67,2,Fire,Fuego,211.66,332.7,5,0,400,400,4000,Viento,#B100EB,Dijnn Nube,Wind,Nube,Squall,Wind,#CACACA,TRUE,0.4475855529308319
16,2,Fire,Fuego,540.48,542.35,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Geo,Ground,Geo,Geode,Ground,#CACACA,TRUE,0.446586936712265
112,2,Fire,Fuego,582.42,318.01,5,0,400,400,4000,Agua,#00E3EA,Dijnn Kararakt,Water,Kararakt,Torrent,Water,#CACACA,TRUE,0.44051918387413025
8,2,Fire,Fuego,586.49,472.25,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Eco,Ground,Eco,Echo,Wind,#CACACA,FALSE,0.4405065178871155
82,2,Fire,Fuego,315.61,218.68,5,0,400,400,4000,Viento,#B100EB,Dijnn Hélice,Wind,Hélice,Doldrum,Wind,#CACACA,TRUE,0.4366278648376465
78,2,Fire,Fuego,279.47,240.4,5,0,400,400,4000,Viento,#B100EB,Dijnn Calma,Wind,Calma,Lull,Wind,#CACACA,TRUE,0.4364430606365204
28,2,Fire,Fuego,428.94,597.9,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Trifol,Ground,Trifol,Clover,Ground,#CACACA,TRUE,0.4363550543785095
19,2,Fire,Fuego,516.27,562.73,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Córtex,Ground,Córtex,Bark,Ground,#CACACA,TRUE,0.4338719844818115
69,2,Fire,Fuego,219.81,313.22,5,0,400,400,4000,Viento,#B100EB,Dijnn Aliento,Wind,Aliento,Breathe,Wind,#CACACA,TRUE,0.4283551275730133
62,2,Fire,Fuego,200.63,384.18,5,0,400,400,4000,Viento,#B100EB,Dijnn Ráfaga,Wind,Ráfaga,Gust,Wind,#CACACA,TRUE,0.4271542727947235
91,2,Fire,Fuego,407.92,200.16,5,0,400,400,4000,Agua,#00E3EA,Dijnn Nieve,Water,Nieve,Sleet,Water,#CACACA,TRUE,0.42383089661598206
1,2,Fire,Fuego,600.0,400.0,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Sílex,Ground,Sílex,Flint,Fire,#CACACA,FALSE,0.42323487997055054
106,2,Fire,Fuego,547.8,265.26,5,0,400,400,4000,Agua,#00E3EA,Dijnn Gota,Water,Gota,Balm,Water,#CACACA,TRUE,0.42261192202568054
93,2,Fire,Fuego,428.94,202.1,5,0,400,400,4000,Agua,#00E3EA,Dijnn Presión,Water,Presión,Spritz,Water,#CACACA,TRUE,0.42171040177345276
70,2,Fire,Fuego,224.64,303.83,5,0,400,400,4000,Viento,#B100EB,Dijnn Blitz,Wind,Blitz,Blitz,Wind,#CACACA,TRUE,0.4210376739501953
25,2,Fire,Fuego,459.79,590.85,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Abismo,Ground,Abismo,Chasm,Ground,#CACACA,TRUE,0.41946616768836975
116,2,Fire,Fuego,595.56,358.07,5,0,400,400,4000,Agua,#00E3EA,Dijnn Tenaza,Water,Tenaza,Pincer,Water,#CACACA,TRUE,0.41869914531707764
81,2,Fire,Fuego,306.16,223.38,5,0,400,400,4000,Viento,#B100EB,Dijnn Vórtex,Wind,Vórtex,Vortex,Wind,#CACACA,TRUE,0.41498321294784546
63,2,Fire,Fuego,201.74,373.68,5,0,400,400,4000,Viento,#B100EB,Dijnn Brisa,Wind,Brisa,Breeze,Wind,#CACACA,TRUE,0.40728092193603516
23,2,Fire,Fuego,479.57,583.49,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Guirnalda,Ground,Guirnalda,Garland,Ground,#CACACA,TRUE,0.40423721075057983
114,2,Fire,Fuego,590.05,337.69,5,0,400,400,4000,Agua,#00E3EA,Dijnn Coral,Water,Coral,Coral,Water,#CACACA,TRUE,0.4019080400466919
74,2,Fire,Fuego,248.69,269.21,5,0,400,400,4000,Viento,#B100EB,Dijnn Acezo,Wind,Acezo,Wheeze,Wind,#CACACA,TRUE,0.4007692039012909
3,2,Fire,Fuego,598.89,421.08,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Cuarzo,Ground,Cuarzo,Quartz,Ground,#CACACA,TRUE,0.3987998366355896
68,2,Fire,Fuego,215.48,322.85,5,0,400,400,4000,Viento,#B100EB,Dijnn Orza,Wind,Orza,Luff,Wind,#CACACA,TRUE,0.39608320593833923
29,2,Fire,Fuego,418.45,599.15,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Imán,Ground,Imán,Magnet,Ground,#CACACA,TRUE,0.3912144601345062
5,2,Fire,Fuego,595.56,441.93,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Savia,Ground,Savia,Sap,Water,#CACACA,FALSE,0.38441044092178345
100,2,Fire,Fuego,498.47,225.92,5,0,400,400,4000,Agua,#00E3EA,Dijnn Cortina,Water,Cortina,Shade,Ground,#CACACA,FALSE,0.3830520510673523
20,2,Fire,Fuego,507.52,568.64,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Muro,Ground,Muro,Brick,Ground,#CACACA,TRUE,0.3747345805168152
94,2,Fire,Fuego,439.34,203.91,5,0,400,400,4000,Agua,#00E3EA,Dijnn Granizo,Water,Granizo,Hail,Water,#CACACA,TRUE,0.3738347291946411
118,2,Fire,Fuego,598.89,378.92,5,0,400,400,4000,Agua,#00E3EA,Dijnn Viscus,Water,Viscus,Foam,Water,#CACACA,TRUE,0.37341010570526123
107,2,Fire,Fuego,554.71,273.25,5,0,400,400,4000,Agua,#00E3EA,Dijnn Serac,Water,Serac,Serac,Water,#CACACA,TRUE,0.37057173252105713
87,2,Fire,Fuego,365.85,202.94,5,0,400,400,4000,Viento,#B100EB,Dijnn Hálito,Wind,Hálito,Puff,Wind,#CACACA,TRUE,0.3668425381183624
22,2,Fire,Fuego,489.15,579.03,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Sorbo,Ground,Sorbo,Furrow,Ground,#CACACA,TRUE,0.366604745388031
76,2,Fire,Fuego,263.32,253.99,5,0,400,400,4000,Viento,#B100EB,Dijnn Espiral,Wind,Espiral,Whorl,Wind,#CACACA,TRUE,0.36538055539131165
83,2,Fire,Fuego,325.3,214.48,5,0,400,400,4000,Viento,#B100EB,Dijnn Presto,Wind,Presto,Fleet,Wind,#CACACA,TRUE,0.3634483218193054
79,2,Fire,Fuego,288.06,234.26,5,0,400,400,4000,Viento,#B100EB,Dijnn Monzón,Wind,Monzón,Gale,Wind,#CACACA,TRUE,0.3632582724094391
30,2,Fire,Fuego,407.92,599.84,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Medusa,Ground,Medusa,Ivy,Ground,#CACACA,TRUE,0.3560478389263153
105,2,Fire,Fuego,540.48,257.65,5,0,400,400,4000,Agua,#00E3EA,Dijnn Rizo,Water,Rizo,Eddy,Water,#CACACA,TRUE,0.34292787313461304
31,2,Fire,Fuego,397.36,599.98,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Cicuta,Ground,Cicuta,Hemlock,Ground,#CACACA,TRUE,0.342642605304718
89,2,Fire,Fuego,386.81,200.44,5,0,400,400,4000,Viento,#B100EB,Dijnn Simún,Wind,Simún,Simoom,Wind,#CACACA,TRUE,0.341269314289093
27,2,Fire,Fuego,439.34,596.09,5,0,400,400,4000,Tierra,#FFBB00,Dijnn Titánium,Ground,Titánium,Buckle,Ground,#CACACA,TRUE,0.33733659982681274
